row_no,company_name,prefecture,municipality,official_site,source_url,public_email,form_status,contact_form_url,form_type,external_form,evidence,homepage_status,resolved_homepage,candidate_count,scanned_at
74,合同会社さいとう不動産,東京都,練馬区,https://www.saito-fd.jp/,https://www.saito-fd.jp/,info@saito-fd.jp,あり,https://www.saito-fd.jp/contact/edit/,問い合わせフォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄20件、title=お問い合わせ | 練馬区の賃貸・売買なら合同会社さいとう不動産）,200,https://www.saito-fd.jp/,1,2026-08-09T15:16:32.640704+00:00
75,有限会社マイホーム星,東京都,練馬区,https://www.myhomehoshi.co.jp/,https://www.myhomehoshi.co.jp/,info@myhomehoshi.co.jp,あり,https://www.myhomehoshi.co.jp/cf_cgi2/toiawase.htm,問い合わせフォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄13件、title=���₢���킹 | ���n��@���݁@�s���Y�������B���n�w�A����w�A�������w�A�L�����w�A�X���w�A���a��w�̃}���V�����E）,200,https://www.myhomehoshi.co.jp/,1,2026-08-09T15:16:32.725171+00:00
76,株式会社三山,東京都,練馬区,https://www.miyama-estate.com/,https://www.miyama-estate.com/company/,info@miyama2000.co.jp,あり,https://www.miyama-estate.com/,外部フォーム,いいえ,外部フォーム埋め込み/リンク: https://line.me/ti/p/D8TywTCJ7e,200,https://www.miyama-estate.com/,0,2026-08-09T15:16:33.085106+00:00
77,くみん不動産 志村坂上店,東京都,板橋区,https://www.kumin.co.jp/,https://www.kumin.co.jp/company/,information@kumin.co.jp,あり,https://www.kumin.co.jp/contact/,問い合わせフォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄7件、title=お問い合わせページ｜板橋区の不動産管理・賃貸・売買はくみん不動産｜くみん不動産）,200,https://www.kumin.co.jp/,1,2026-08-09T15:16:33.258184+00:00
78,東京都市不動産,東京都,板橋区,https://www.tokyo-toshi.jp/,https://www.tokyo-toshi.jp/,info@tokyo-toshi.jp,アクセス不可,,,,ClientConnectorDNSError,,http://www.tokyo-toshi.jp/,0,2026-08-09T15:16:33.258670+00:00
79,株式会社むさし商事,東京都,板橋区,https://www.musashi-jp.com/,https://www.musashi-jp.com/,info@musashi-jp.com,あり,https://www.musashi-jp.com/contact/,問い合わせフォーム,いいえ,リンク文言:  / HTML form検出（入力欄12件、title=お問い合わせ｜中板橋の株式会社むさし商事）,200,https://www.musashi-jp.com/,1,2026-08-09T15:16:33.259125+00:00
80,株式会社リンクス,東京都,板橋区,https://www.links-group.co.jp/,https://www.links-group.co.jp/,fudosan@links-group.co.jp,あり,https://www.links-group.co.jp/contact/,問い合わせフォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄8件、title=お問い合わせ｜千川駅・板橋の不動産｜株式会社リンクス）,200,https://www.links-group.co.jp/,2,2026-08-09T15:16:33.326813+00:00
81,結エステート株式会社,東京都,板橋区,https://www.yu-estate.co.jp/,https://www.yu-estate.co.jp/,info@yu-estate.co.jp,アクセス不可,,,,timeout,,http://www.yu-estate.co.jp/,0,2026-08-09T15:16:33.405928+00:00
82,アクセス赤羽LaLaガーデン店,東京都,北区,https://www.axes.jp.net/,https://www.axes.jp.net/,la-akabane@axes.jp.net,あり,https://www.axes.jp.net/contact/,問い合わせフォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄20件、title=お問い合わせ | 新宿で賃貸物件探すならアクセス）,200,https://www.axes.jp.net/,3,2026-08-09T15:16:33.493001+00:00
83,安楽不動産株式会社,東京都,北区,https://anlacrealestate.com/,https://anlacrealestate.com/,sales@anlacrealestate.com,アクセス不可,,,,ClientConnectorDNSError,,http://anlacrealestate.com/,0,2026-08-09T15:16:33.493304+00:00
84,株式会社太洋不動産,東京都,北区,https://www.taiyou-estate.co.jp/,https://www.taiyou-estate.co.jp/,taiyou@taiyou-estate.co.jp,あり,https://www.taiyou-estate.co.jp/contact/,問い合わせフォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄18件、title=お問い合わせ - 不動産のことなら太洋不動産へ）,200,https://www.taiyou-estate.co.jp/,1,2026-08-09T15:16:33.517704+00:00
85,株式会社彦や不動産,東京都,北区,https://www.hikohome.jp/,https://www.hikohome.jp/,info@hikoya.co.jp,あり,https://www.hikohome.jp/satei/,査定フォーム,いいえ,リンク文言: 売却賃料査定依頼 / HTML form検出（入力欄35件、title=売却査定｜北区赤羽の総合不動産｜彦や不動産）,200,https://www.hikohome.jp/,8,2026-08-09T15:16:33.518022+00:00
86,株式会社柳屋コーポレーション,東京都,北区,https://www.yanagiya-co.jp/,https://www.yanagiya-co.jp/company/,info@yanagiya-co.jp,あり,http://www.yanagiya-co.jp/contact/,問い合わせフォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄16件、title=お問い合わせ │ 不動産の売買なら柳屋コーポレーション（東京・北区））,200,http://www.yanagiya-co.jp/,1,2026-08-09T15:16:33.611283+00:00
87,株式会社阿久津商事,東京都,北区,https://www.akutsu-s.com/,https://www.akutsu-s.com/,info@akutsu-s.com,あり,https://www.akutsu-s.com/contact/edit/,問い合わせフォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄17件、title=お問い合わせ | 東京都北区の不動産なら株式会社阿久津商事）,200,https://www.akutsu-s.com/,1,2026-08-09T15:16:33.628198+00:00
88,株式会社翔家,東京都,豊島区,https://www.sho-ya.jp/,https://www.sho-ya.jp/,info@sho-ya.jp,なし（自動確認）,,,,候補リンク0件を確認したがフォーム未検出,200,http://www.sho-ya.jp/,0,2026-08-09T15:16:33.628841+00:00
89,株式会社ハウスセイラーズ,東京都,足立区,https://www.housesailors.co.jp/,https://www.housesailors.co.jp/com/,info@housesailors.co.jp,あり,https://www.housesailors.co.jp/inquiry/,問い合わせフォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄21件、title=お問い合わせ｜足立区・北区の不動産ならハウスセイラーズへ！）,200,https://www.housesailors.co.jp/,4,2026-08-09T15:16:33.643091+00:00
90,門井不動産株式会社,東京都,足立区,https://kadoinet.jp/,https://kadoinet.jp/company/,info@kadoinet.jp,あり,https://kadoinet.jp/contact/,問い合わせフォーム,いいえ,リンク文言: お問合せ / HTML form検出（入力欄6件、title=門井不動産総合お問合せフォーム｜｜足立区の戸建・マンション・土地《門井不動産株式会社》昭和44年創業）,200,https://kadoinet.jp/,8,2026-08-09T15:16:33.963032+00:00
91,アセッツデザイン株式会社,東京都,葛飾区,https://assets-design.co.jp/,https://assets-design.co.jp/,info@assets-design.co.jp,あり,http://assets-design.co.jp/contact/,査定フォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄20件、title=お問い合わせ｜アセッツデザイン株式会社｜葛飾区エリアの不動産売買・収益物件・無料査定）,200,http://assets-design.co.jp/,2,2026-08-09T15:16:33.963315+00:00
92,有限会社トラスハウジング,東京都,葛飾区,https://www.trusshousing.co.jp/,https://www.trusshousing.co.jp/company/,info@trusshousing.co.jp,あり,https://www.trusshousing.co.jp/contact/,問い合わせフォーム,いいえ,リンク文言: 個人情報保護方針 / HTML form検出（入力欄16件、title=コンタクト｜有限会社トラスハウジング）,200,https://www.trusshousing.co.jp/,2,2026-08-09T15:16:34.327104+00:00
93,株式会社みのり不動産 新小岩店,東京都,葛飾区,https://www.minori-house.co.jp/,https://www.minori-house.co.jp/,shinkoiwa@minori-house.co.jp,アクセス不可,,,,timeout,,http://www.minori-house.co.jp/,0,2026-08-09T15:16:34.327490+00:00
94,株式会社クランディア,東京都,葛飾区,https://www.clandear.co.jp/,https://www.clandear.co.jp/,resp-a@clandear.co.jp,要確認,,,,候補リンク0件を確認したがフォーム未検出,403,http://www.clandear.co.jp/,0,2026-08-09T15:16:34.486800+00:00
95,株式会社アラカ,東京都,江戸川区,https://www.araka.co.jp/,https://www.araka.co.jp/,main@araka.co.jp,あり,https://www.araka.co.jp/contact/edit/,問い合わせフォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄17件、title=お問い合わせ | 江戸川区葛西の不動産会社 株式会社アラカ）,200,https://www.araka.co.jp/,2,2026-08-09T15:16:34.487319+00:00
96,みやこ不動産有限会社,東京都,台東区,https://www.miyako-fudousan.co.jp/,https://www.miyako-fudousan.co.jp/company/,kagawa@miyako-fudousan.co.jp,あり,https://www.miyako-fudousan.co.jp/contact/edit/,問い合わせフォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄17件、title=お問い合わせ | 台東区の賃貸・売買ならみやこ不動産有限会社）,200,https://www.miyako-fudousan.co.jp/,2,2026-08-09T15:16:34.487558+00:00
97,住まいのリライフ 上野店,東京都,台東区,https://relife-search.com/shop_ueno/,https://relife-search.com/shop_ueno/,ueno-relife@shoplog-contact.com,アクセス不可,,,,HTTP 200,200,https://relife-search.com/shop_ueno/,0,2026-08-09T15:16:34.487735+00:00
98,東葉ハウジング株式会社 三ノ輪駅前店,東京都,台東区,https://www.toyohousing.jp/,https://www.toyohousing.jp/company/,minowa_toyohousing@yahoo.co.jp,あり,https://www.toyohousing.jp/contact/edit/,問い合わせフォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄17件、title=お問い合わせ | 東葉ハウジング株式会社三ノ輪駅前店）,200,https://www.toyohousing.jp/,3,2026-08-09T15:16:34.487865+00:00
99,東京子育て不動産,東京都,文京区,https://www.kosodate-fudousan.com/,https://www.kosodate-fudousan.com/company/,hankyo.kosodate@gmail.com,あり,https://www.kosodate-fudousan.com/contact/,問い合わせフォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄9件、title=お問い合わせ｜文京区で賃貸物件をお探しなら東京子育て不動産株式会社）,200,https://www.kosodate-fudousan.com/,3,2026-08-09T15:16:34.546084+00:00
100,有限会社クローバー,東京都,荒川区,https://www.c-love-r.co.jp/,https://www.c-love-r.co.jp/company/,t.arai@c-love-r.co.jp,あり,https://www.c-love-r.co.jp/contact/edit/,問い合わせフォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄17件、title=お問い合わせ | 荒川区の賃貸・売買なら有限会社クローバー）,200,https://www.c-love-r.co.jp/,1,2026-08-09T15:16:34.546365+00:00
101,有限会社小見末広不動産,東京都,墨田区,https://www.omisuehiro.co.jp/,https://www.omisuehiro.co.jp/company/,omisuehiro@jcom.home.ne.jp,あり,https://www.omisuehiro.co.jp/contact/edit/,問い合わせフォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄17件、title=お問い合わせ | 墨田区の不動産なら(有)小見末広不動産へ！）,200,https://www.omisuehiro.co.jp/,1,2026-08-09T15:16:34.549597+00:00
102,賃貸住宅サービス 錦糸町ギャラリー,東京都,墨田区,https://www.kinshicho-cjs.com/,https://www.cjs.ne.jp/shop/s289/,kinshicho_m@cjs.ne.jp,アクセス不可,,,,timeout,,http://www.kinshicho-cjs.com/,0,2026-08-09T15:16:34.809912+00:00
103,NITOH賃貸 神田店,東京都,千代田区,https://m.nitoh-c.jp/,https://m.nitoh-c.jp/company/,8478@ielove-group.jp,要確認,,,,候補リンク0件を確認したがフォーム未検出,403,https://m.nitoh-c.jp/,0,2026-08-09T15:16:34.810460+00:00
104,住まいのリライフ 飯田橋店,東京都,千代田区,https://relife-search.com/shop_iidabashi/,https://relife-search.com/shop_iidabashi/,iidabashi-relife@shoplog-contact.com,アクセス不可,,,,HTTP 200,200,https://relife-search.com/shop_iidabashi/,0,2026-08-09T15:16:34.991973+00:00
105,株式会社レジデックス,東京都,千代田区,https://www.residex.co.jp/,https://www.residex.co.jp/company/,kanribu@residex.co.jp,要確認,,,,候補リンク0件を確認したがフォーム未検出,403,https://www.residex.co.jp/,0,2026-08-09T15:16:34.992244+00:00
106,住まいける（株式会社マークワン）,東京都,江東区,https://www.mark-one-bukken.com/,https://www.mark-one-bukken.com/company/,kanri@mark-one.co.jp,あり,https://www.mark-one-bukken.com/contact/,問い合わせフォーム,いいえ,リンク文言: お問い合わせフォーム / HTML form検出（入力欄5件、title=お問い合わせ｜豊洲駅・有明テニスの森駅で不動産を探すなら住まいける）,200,https://www.mark-one-bukken.com/,3,2026-08-09T15:16:35.069400+00:00
107,高砂不動産,東京都,江東区,https://www.takasago-f.co.jp/,https://www.takasago-f.co.jp/,takasago@s2.dion.ne.jp,なし（自動確認）,,,,候補リンク1件を確認したがフォーム未検出,200,http://www.takasago-f.co.jp/,1,2026-08-09T15:16:35.070498+00:00
108,スカイコート賃貸センター 新宿支店,東京都,新宿区,https://www.skyc-chintai.jp/,https://www.skyc-chintai.jp/company/,shinjuku2@skyc.jp,あり,https://www.skyc-chintai.jp/,外部フォーム,いいえ,外部フォーム埋め込み/リンク: https://docs.google.com/forms/d/e/1FAIpQLSfmEGGo0R2eQHkLGncn-rskpfHswtAjGna6WM4u1upiytvUWg/viewform,200,https://www.skyc-chintai.jp/,0,2026-08-09T15:16:35.070726+00:00
109,株式会社TRANSIT,東京都,港区,https://www.trans-it.co.jp/,https://www.trans-it.co.jp/,info@trans-it.co.jp,なし（自動確認）,,,,候補リンク0件を確認したがフォーム未検出,200,https://www.trans-it.co.jp/,0,2026-08-09T15:16:35.070894+00:00
110,株式会社ファーストトラスト,東京都,港区,https://www.first-trust.co.jp/,https://www.first-trust.co.jp/about/,info@first-trust.co.jp,要確認,,,,候補リンク0件を確認したがフォーム未検出,403,http://www.first-trust.co.jp/,0,2026-08-09T15:16:35.356839+00:00
111,LCSグループ,東京都,渋谷区,https://www.lcsgroup.co.jp/,https://www.lcsgroup.co.jp/broker/,info@lcsgroup.co.jp,あり,https://www.lcsgroup.co.jp/contact/,査定フォーム,いいえ,リンク文言: オンラインでお問い合わせ / HTML form検出（入力欄35件、title=無料相談 | エルシーズ株式会社）,200,https://www.lcsgroup.co.jp/,2,2026-08-09T15:16:35.357363+00:00
112,第一管財株式会社 本店,東京都,渋谷区,https://www.d1kanzai.co.jp/,https://www.d1kanzai.co.jp/smp/company/,s.info@d1kanzai.co.jp,あり,https://www.d1kanzai.co.jp/contact/,査定フォーム,いいえ,リンク文言: お問い合わせ / HTML form検出（入力欄13件、title=お問い合わせ｜第一管財株式会社）,200,https://www.d1kanzai.co.jp/,1,2026-08-09T15:16:36.017057+00:00
113,株式会社フロンティア,東京都,品川区,https://frtr.heyaweb.com/,https://frtr.heyaweb.com/info/frtr/2,frontier-nishino@beetle.ocn.ne.jp,要確認,,,,候補リンク0件を確認したがフォーム未検出,403,https://frtr.heyaweb.com/,0,2026-08-09T15:16:36.017368+00:00
